Time,W1,W2,W3,W4
00:13:45,2.0,1.0,0.0,5.0
00:13:50,3.0,2.0,0.0,0.0
00:13:55,2.0,2.0,2.0,2.0
00:14:00,2.0,4.0,2.0,3.0
00:14:05,0.0,4.0,2.0,2.0
00:14:10,1.0,3.0,1.0,2.0
00:14:15,4.0,1.0,3.0,3.0
00:14:20,3.0,1.0,3.0,2.0
00:14:25,2.0,0.0,0.0,4.0
00:14:30,3.0,0.0,3.0,1.0
00:14:35,1.0,3.0,2.0,1.0
00:14:40,1.0,3.0,0.0,2.0
00:14:45,0.0,0.0,2.0,1.0
00:14:50,2.0,1.0,4.0,0.0
00:14:55,3.0,3.0,0.0,4.0
00:15:00,0.0,2.0,0.0,3.0
00:15:05,1.0,2.0,1.0,3.0
00:15:10,2.0,0.0,0.0,2.0
00:15:15,4.0,1.0,0.0,2.0
00:15:20,1.0,3.0,3.0,2.0
00:15:25,0.0,2.0,2.0,0.0
00:15:30,2.0,6.0,1.0,2.0
00:15:35,1.0,3.0,1.0,2.0
00:15:40,3.0,5.0,2.0,0.0
00:15:45,4.0,5.0,3.0,0.0
00:15:50,2.0,0.0,2.0,0.0
00:15:55,2.0,0.0,2.0,3.0
00:16:00,2.0,1.0,0.0,4.0
00:16:05,0.0,4.0,2.0,3.0
00:16:10,0.0,1.0,1.0,3.0
00:16:15,3.0,2.0,1.0,4.0
00:16:20,1.0,2.0,0.0,2.0
00:16:25,4.0,0.0,2.0,0.0
00:16:30,2.0,3.0,2.0,2.0
00:16:35,0.0,4.0,3.0,0.0
00:16:40,1.0,3.0,0.0,1.0
00:16:45,3.0,1.0,2.0,2.0
00:16:50,2.0,0.0,2.0,0.0
00:16:55,3.0,0.0,5.0,1.0
00:17:00,0.0,4.0,0.0,2.0
00:17:05,0.0,2.0,2.0,1.0
00:17:10,4.0,1.0,0.0,3.0
00:17:15,4.0,4.0,1.0,4.0
00:17:20,2.0,2.0,1.0,2.0
00:17:25,0.0,1.0,1.0,0.0
00:17:30,4.0,5.0,1.0,3.0
00:17:35,0.0,1.0,0.0,3.0
00:17:40,2.0,2.0,0.0,1.0
00:17:45,2.0,1.0,3.0,1.0
00:17:50,2.0,0.0,4.0,1.0
00:17:55,2.0,2.0,2.0,1.0
00:18:00,0.0,3.0,2.0,3.0
00:18:05,3.0,2.0,2.0,2.0
00:18:10,1.0,2.0,1.0,2.0
00:18:15,4.0,2.0,3.0,2.0
00:18:20,2.0,4.0,3.0,2.0
00:18:25,3.0,7.0,1.0,2.0
00:18:30,2.0,2.0,1.0,2.0
00:18:35,0.0,1.0,3.0,3.0
00:18:40,4.0,2.0,3.0,1.0
00:18:45,3.0,2.0,1.0,1.0
00:18:50,2.0,4.0,0.0,0.0
00:18:55,4.0,2.0,0.0,1.0
00:19:00,1.0,4.0,1.0,2.0
00:19:05,5.0,2.0,3.0,0.0
00:19:10,1.0,4.0,1.0,1.0
00:19:15,3.0,2.0,3.0,2.0
00:19:20,1.0,2.0,2.0,2.0
00:19:25,3.0,3.0,0.0,3.0
00:19:30,,,,
00:19:35,4.0,1.0,1.0,1.0
00:19:40,2.0,2.0,0.0,1.0
00:19:45,2.0,0.0,1.0,2.0
00:19:50,3.0,2.0,0.0,0.0
00:19:55,0.0,3.0,3.0,0.0
00:20:00,1.0,5.0,0.0,1.0
00:20:05,2.0,2.0,1.0,1.0
00:20:10,2.0,2.0,2.0,0.0
00:20:15,3.0,3.0,3.0,0.0
00:20:20,4.0,1.0,1.0,1.0
00:20:25,2.0,3.0,0.0,3.0
00:20:30,0.0,4.0,2.0,0.0
00:20:35,1.0,2.0,0.0,3.0
00:20:40,3.0,2.0,0.0,4.0
00:20:45,1.0,2.0,0.0,2.0
00:20:50,3.0,5.0,1.0,0.0
00:20:55,3.0,6.0,0.0,0.0
00:21:00,3.0,2.0,3.0,0.0
00:21:05,2.0,5.0,2.0,1.0
00:21:10,,,,
00:21:15,4.0,0.0,1.0,0.0
00:21:20,4.0,3.0,1.0,1.0
00:21:25,1.0,0.0,0.0,1.0
00:21:30,0.0,2.0,0.0,0.0
00:21:35,3.0,0.0,1.0,1.0
00:21:40,0.0,1.0,0.0,4.0
00:21:45,2.0,0.0,0.0,0.0
00:21:50,1.0,1.0,1.0,3.0
00:21:55,0.0,3.0,0.0,3.0
00:22:00,1.0,3.0,1.0,0.0
00:22:05,1.0,4.0,2.0,4.0
00:22:10,3.0,2.0,2.0,1.0
00:22:15,3.0,3.0,0.0,2.0
00:22:20,1.0,3.0,0.0,1.0
00:22:25,1.0,4.0,2.0,0.0
00:22:30,4.0,1.0,1.0,1.0
00:22:35,2.0,2.0,3.0,2.0
00:22:40,2.0,1.0,1.0,2.0
00:22:45,1.0,4.0,1.0,4.0
00:22:50,2.0,1.0,0.0,2.0
00:22:55,,,,
00:23:00,6.0,1.0,0.0,2.0
00:23:05,0.0,1.0,1.0,3.0
00:23:10,0.0,1.0,0.0,3.0
00:23:15,2.0,0.0,2.0,0.0
00:23:20,1.0,3.0,1.0,5.0
00:23:25,0.0,1.0,3.0,1.0
00:23:30,1.0,1.0,2.0,1.0
00:23:35,3.0,2.0,2.0,3.0
00:23:40,1.0,0.0,1.0,1.0
00:23:45,5.0,3.0,1.0,1.0
00:23:50,1.0,3.0,3.0,0.0
00:23:55,3.0,0.0,2.0,2.0
00:24:00,3.0,0.0,0.0,0.0
00:24:05,1.0,3.0,2.0,1.0
00:24:10,3.0,2.0,2.0,2.0
00:24:15,3.0,3.0,2.0,0.0
00:24:20,2.0,2.0,1.0,2.0
00:24:25,2.0,4.0,1.0,0.0
00:24:30,2.0,2.0,0.0,0.0
00:24:35,3.0,1.0,1.0,2.0
00:24:40,4.0,3.0,1.0,4.0
00:24:45,1.0,1.0,1.0,1.0
00:24:50,1.0,1.0,1.0,5.0
00:24:55,,,,
00:25:00,3.0,2.0,0.0,5.0
00:25:05,2.0,2.0,0.0,2.0
00:25:10,0.0,1.0,4.0,1.0
00:25:15,1.0,1.0,1.0,1.0
00:25:20,3.0,2.0,5.0,1.0
00:25:25,2.0,2.0,2.0,3.0
00:25:30,1.0,0.0,6.0,1.0
00:25:35,2.0,3.0,2.0,0.0
00:25:40,1.0,1.0,1.0,2.0
00:25:45,3.0,3.0,2.0,1.0
00:25:50,2.0,0.0,1.0,1.0
00:25:55,0.0,3.0,0.0,0.0
00:26:00,5.0,2.0,2.0,0.0
00:26:05,0.0,1.0,1.0,1.0
00:26:10,4.0,1.0,2.0,0.0
00:26:15,3.0,3.0,0.0,1.0
00:26:20,1.0,1.0,1.0,3.0
00:26:25,2.0,3.0,1.0,1.0
00:26:30,1.0,1.0,0.0,1.0
00:26:35,5.0,3.0,0.0,1.0
00:26:40,4.0,1.0,0.0,0.0
00:26:45,0.0,4.0,0.0,1.0
00:26:50,3.0,2.0,2.0,1.0
00:26:55,1.0,3.0,2.0,1.0
00:27:00,5.0,0.0,2.0,1.0
00:27:05,2.0,0.0,0.0,1.0
00:27:10,3.0,2.0,1.0,4.0
00:27:15,0.0,2.0,1.0,3.0
00:27:20,1.0,1.0,1.0,1.0
00:27:25,0.0,0.0,1.0,4.0
00:27:30,4.0,1.0,0.0,1.0
00:27:35,2.0,2.0,1.0,0.0
00:27:40,0.0,3.0,3.0,0.0
00:27:45,2.0,1.0,1.0,0.0
00:27:50,3.0,1.0,5.0,1.0
00:27:55,2.0,0.0,1.0,1.0
00:28:00,3.0,3.0,2.0,1.0
00:28:05,3.0,0.0,3.0,0.0
00:28:10,1.0,0.0,1.0,0.0
00:28:15,0.0,2.0,2.0,0.0
00:28:20,0.0,2.0,1.0,1.0
00:28:25,0.0,3.0,1.0,1.0
00:28:30,2.0,4.0,0.0,1.0
00:28:35,3.0,4.0,0.0,4.0
00:28:40,0.0,1.0,0.0,2.0
00:28:45,,,,
00:28:50,3.0,2.0,2.0,4.0
00:28:55,6.0,0.0,1.0,1.0
00:29:00,1.0,3.0,2.0,1.0
00:29:05,2.0,3.0,1.0,0.0
00:29:10,0.0,4.0,1.0,1.0
00:29:15,2.0,2.0,0.0,0.0
00:29:20,2.0,2.0,2.0,2.0
00:29:25,4.0,0.0,3.0,3.0
00:29:30,1.0,3.0,2.0,1.0
00:29:35,1.0,3.0,0.0,1.0
00:29:40,2.0,1.0,1.0,3.0
00:29:45,0.0,1.0,2.0,0.0
00:29:50,4.0,1.0,2.0,0.0
00:29:55,1.0,0.0,1.0,2.0
00:30:00,3.0,1.0,3.0,1.0
00:30:05,1.0,2.0,1.0,2.0
00:30:10,1.0,3.0,1.0,4.0
00:30:15,0.0,1.0,1.0,2.0
00:30:20,2.0,2.0,1.0,0.0
00:30:25,3.0,3.0,1.0,0.0
00:30:30,1.0,3.0,1.0,1.0
00:30:35,1.0,3.0,1.0,1.0
00:30:40,2.0,4.0,0.0,1.0
00:30:45,3.0,2.0,3.0,3.0
00:30:50,3.0,3.0,1.0,0.0
00:30:55,3.0,2.0,1.0,2.0
00:31:00,2.0,0.0,0.0,4.0
00:31:05,3.0,2.0,2.0,2.0
00:31:10,0.0,3.0,0.0,0.0
00:31:15,1.0,3.0,1.0,0.0
00:31:20,2.0,2.0,2.0,1.0
00:31:25,4.0,0.0,2.0,1.0
00:31:30,2.0,1.0,1.0,1.0
00:31:35,0.0,3.0,3.0,1.0
00:31:40,2.0,0.0,0.0,1.0
00:31:45,2.0,1.0,0.0,6.0
00:31:50,1.0,0.0,0.0,4.0
00:31:55,1.0,4.0,2.0,2.0
00:32:00,0.0,1.0,4.0,1.0
00:32:05,2.0,1.0,1.0,0.0
00:32:10,1.0,1.0,1.0,1.0
00:32:15,,,,
00:32:20,1.0,4.0,1.0,0.0
00:32:25,2.0,0.0,2.0,1.0
00:32:30,3.0,1.0,1.0,2.0
00:32:35,2.0,6.0,3.0,3.0
00:32:40,0.0,2.0,0.0,1.0
00:32:45,0.0,3.0,0.0,2.0
00:32:50,4.0,1.0,0.0,0.0
00:32:55,2.0,3.0,1.0,3.0
00:33:00,1.0,2.0,3.0,1.0
00:33:05,4.0,2.0,0.0,4.0
00:33:10,2.0,1.0,2.0,2.0
00:33:15,1.0,2.0,0.0,1.0
00:33:20,1.0,3.0,1.0,2.0
00:33:25,2.0,3.0,0.0,0.0
00:33:30,3.0,4.0,3.0,2.0
00:33:35,2.0,1.0,3.0,1.0
00:33:40,3.0,4.0,2.0,0.0
00:33:45,2.0,1.0,0.0,3.0
00:33:50,1.0,2.0,2.0,1.0
00:33:55,4.0,0.0,1.0,1.0
00:34:00,2.0,0.0,2.0,0.0
00:34:05,1.0,2.0,0.0,0.0
00:34:10,1.0,0.0,2.0,1.0
00:34:15,0.0,1.0,2.0,3.0
00:34:20,1.0,1.0,1.0,1.0
00:34:25,2.0,3.0,1.0,2.0
00:34:30,1.0,2.0,1.0,0.0
00:34:35,2.0,2.0,2.0,0.0
00:34:40,3.0,1.0,1.0,1.0
00:34:45,2.0,2.0,2.0,1.0
00:34:50,2.0,4.0,1.0,1.0
00:34:55,2.0,3.0,2.0,2.0
00:35:00,2.0,1.0,0.0,1.0
00:35:05,1.0,1.0,1.0,0.0
00:35:10,3.0,2.0,2.0,2.0
00:35:15,1.0,3.0,0.0,1.0
00:35:20,0.0,2.0,1.0,1.0
00:35:25,2.0,3.0,1.0,1.0
00:35:30,2.0,3.0,1.0,0.0
00:35:35,3.0,0.0,0.0,0.0
00:35:40,3.0,0.0,1.0,0.0
00:35:45,3.0,3.0,1.0,1.0
00:35:50,1.0,2.0,2.0,2.0
00:35:55,0.0,0.0,1.0,3.0
00:36:00,2.0,1.0,1.0,4.0
00:36:05,2.0,2.0,0.0,1.0
00:36:10,1.0,4.0,0.0,3.0
00:36:15,0.0,2.0,1.0,3.0
00:36:20,2.0,2.0,1.0,2.0
00:36:25,2.0,2.0,0.0,5.0
00:36:30,1.0,0.0,2.0,0.0
00:36:35,4.0,3.0,1.0,3.0
00:36:40,1.0,3.0,5.0,2.0
00:36:45,0.0,0.0,2.0,0.0
00:36:50,2.0,0.0,1.0,1.0
00:36:55,1.0,0.0,3.0,0.0
00:37:00,1.0,2.0,1.0,0.0
00:37:05,0.0,2.0,2.0,1.0
00:37:10,1.0,0.0,2.0,1.0
00:37:15,2.0,3.0,1.0,0.0
00:37:20,1.0,1.0,1.0,0.0
00:37:25,0.0,3.0,0.0,2.0
00:37:30,3.0,2.0,0.0,1.0
00:37:35,2.0,2.0,0.0,1.0
00:37:40,1.0,2.0,1.0,0.0
00:37:45,2.0,3.0,1.0,2.0
00:37:50,1.0,4.0,0.0,2.0
00:37:55,4.0,3.0,0.0,0.0
00:38:00,2.0,1.0,2.0,0.0
00:38:05,4.0,4.0,1.0,1.0
00:38:10,2.0,3.0,0.0,3.0
00:38:15,2.0,1.0,2.0,1.0
00:38:20,2.0,4.0,0.0,1.0
00:38:25,,,,
00:38:30,2.0,2.0,1.0,2.0
00:38:35,3.0,4.0,0.0,0.0
00:38:40,1.0,0.0,2.0,3.0
00:38:45,1.0,3.0,1.0,1.0
00:38:50,4.0,2.0,3.0,1.0
00:38:55,4.0,3.0,1.0,3.0
00:39:00,1.0,2.0,2.0,0.0
00:39:05,2.0,0.0,0.0,0.0
00:39:10,4.0,2.0,2.0,1.0
00:39:15,3.0,0.0,1.0,2.0
00:39:20,0.0,0.0,1.0,1.0
00:39:25,3.0,1.0,0.0,0.0
00:39:30,0.0,3.0,1.0,2.0
00:39:35,1.0,2.0,0.0,2.0
00:39:40,2.0,1.0,0.0,0.0
00:39:45,2.0,0.0,1.0,2.0
00:39:50,3.0,2.0,0.0,0.0
00:39:55,4.0,3.0,2.0,0.0
00:40:00,0.0,2.0,3.0,0.0
00:40:05,2.0,2.0,1.0,0.0
00:40:10,3.0,1.0,1.0,0.0
00:40:15,1.0,3.0,0.0,2.0
00:40:20,3.0,4.0,1.0,1.0
00:40:25,,,,
00:40:30,2.0,1.0,0.0,2.0
00:40:35,3.0,0.0,0.0,1.0
00:40:40,2.0,0.0,0.0,4.0
00:40:45,1.0,0.0,1.0,0.0
00:40:50,1.0,1.0,0.0,3.0
00:40:55,0.0,0.0,3.0,3.0
00:41:00,0.0,2.0,2.0,0.0
00:41:05,1.0,1.0,2.0,0.0
00:41:10,0.0,1.0,2.0,3.0
00:41:15,1.0,1.0,2.0,1.0
00:41:20,0.0,1.0,1.0,3.0
00:41:25,2.0,1.0,3.0,0.0
00:41:30,0.0,0.0,0.0,2.0
00:41:35,1.0,3.0,0.0,1.0
00:41:40,0.0,3.0,2.0,2.0
00:41:45,4.0,3.0,0.0,2.0
00:41:50,1.0,1.0,1.0,2.0
00:41:55,3.0,4.0,1.0,3.0
00:42:00,1.0,1.0,2.0,0.0
00:42:05,4.0,2.0,1.0,0.0
00:42:10,2.0,2.0,0.0,6.0
00:42:15,3.0,4.0,4.0,2.0
00:42:20,1.0,1.0,4.0,2.0
00:42:25,3.0,2.0,1.0,2.0
00:42:30,3.0,2.0,2.0,0.0
00:42:35,4.0,2.0,3.0,2.0
00:42:40,2.0,3.0,1.0,2.0
00:42:45,1.0,2.0,2.0,1.0
00:42:50,3.0,1.0,1.0,5.0
00:42:55,1.0,4.0,5.0,1.0
00:43:00,0.0,1.0,1.0,2.0
00:43:05,2.0,0.0,1.0,0.0
00:43:10,2.0,0.0,1.0,4.0
00:43:15,2.0,2.0,2.0,3.0
00:43:20,0.0,2.0,2.0,0.0
00:43:25,1.0,0.0,1.0,0.0
00:43:30,1.0,1.0,2.0,1.0
00:43:35,0.0,1.0,1.0,0.0
00:43:40,2.0,0.0,1.0,0.0
00:43:45,0.0,4.0,2.0,4.0
00:43:50,2.0,6.0,3.0,2.0
00:43:55,2.0,1.0,0.0,0.0
00:44:00,4.0,5.0,1.0,1.0
00:44:05,5.0,4.0,0.0,0.0
00:44:10,2.0,3.0,0.0,0.0
00:44:15,3.0,5.0,3.0,1.0
00:44:20,1.0,1.0,1.0,0.0
00:44:25,2.0,1.0,0.0,1.0
00:44:30,3.0,4.0,1.0,0.0
00:44:35,3.0,1.0,0.0,0.0
00:44:40,3.0,0.0,0.0,3.0
00:44:45,2.0,1.0,2.0,3.0
00:44:50,2.0,0.0,0.0,0.0
00:44:55,0.0,0.0,0.0,1.0
00:45:00,2.0,3.0,0.0,1.0
00:45:05,0.0,5.0,1.0,1.0
00:45:10,0.0,0.0,1.0,2.0
00:45:15,2.0,0.0,3.0,0.0
00:45:20,2.0,0.0,1.0,2.0
00:45:25,2.0,1.0,0.0,0.0
00:45:30,0.0,1.0,1.0,3.0
00:45:35,0.0,2.0,1.0,2.0
00:45:40,4.0,2.0,1.0,3.0
00:45:45,0.0,1.0,1.0,2.0
00:45:50,0.0,0.0,1.0,1.0
00:45:55,2.0,0.0,2.0,1.0
00:46:00,4.0,4.0,1.0,1.0
00:46:05,1.0,3.0,2.0,3.0
00:46:10,1.0,3.0,0.0,0.0
00:46:15,1.0,3.0,4.0,2.0
00:46:20,5.0,3.0,2.0,1.0
00:46:25,5.0,2.0,2.0,0.0
00:46:30,3.0,0.0,1.0,0.0
00:46:35,3.0,2.0,0.0,3.0
00:46:40,2.0,1.0,2.0,0.0
00:46:45,0.0,3.0,1.0,2.0
00:46:50,2.0,0.0,0.0,4.0
00:46:55,1.0,2.0,1.0,2.0
00:47:00,3.0,2.0,2.0,1.0
00:47:05,2.0,1.0,2.0,1.0
00:47:10,2.0,2.0,0.0,1.0
00:47:15,2.0,1.0,2.0,2.0
00:47:20,1.0,2.0,0.0,3.0
00:47:25,3.0,3.0,0.0,2.0
00:47:30,0.0,2.0,1.0,1.0
00:47:35,4.0,2.0,1.0,2.0
00:47:40,0.0,2.0,5.0,4.0
00:47:45,3.0,2.0,5.0,1.0
00:47:50,2.0,4.0,1.0,5.0
00:47:55,2.0,1.0,1.0,1.0
00:48:00,2.0,3.0,0.0,1.0
00:48:05,3.0,0.0,2.0,1.0
00:48:10,1.0,4.0,2.0,3.0
00:48:15,2.0,1.0,3.0,1.0
00:48:20,1.0,3.0,3.0,3.0
00:48:25,4.0,1.0,2.0,1.0
00:48:30,3.0,1.0,2.0,2.0
00:48:35,2.0,2.0,2.0,0.0
00:48:40,1.0,0.0,1.0,1.0
00:48:45,2.0,5.0,3.0,0.0
00:48:50,0.0,5.0,1.0,1.0
00:48:55,2.0,1.0,1.0,1.0
00:49:00,1.0,2.0,0.0,2.0
00:49:05,3.0,1.0,3.0,0.0
00:49:10,2.0,3.0,1.0,0.0
00:49:15,2.0,2.0,2.0,2.0
00:49:20,2.0,3.0,1.0,3.0
00:49:25,3.0,3.0,1.0,2.0
00:49:30,3.0,2.0,0.0,1.0
00:49:35,1.0,4.0,2.0,1.0
00:49:40,3.0,2.0,0.0,3.0
00:49:45,3.0,2.0,2.0,0.0
00:49:50,3.0,4.0,3.0,2.0
00:49:55,1.0,3.0,0.0,3.0
00:50:00,4.0,1.0,2.0,0.0
00:50:05,1.0,1.0,3.0,2.0
00:50:10,1.0,3.0,1.0,0.0
00:50:15,1.0,2.0,0.0,2.0
00:50:20,1.0,2.0,0.0,2.0
00:50:25,0.0,2.0,3.0,0.0
00:50:30,3.0,0.0,1.0,0.0
00:50:35,1.0,4.0,1.0,1.0
00:50:40,3.0,1.0,1.0,1.0
00:50:45,1.0,3.0,1.0,2.0
00:50:50,2.0,3.0,0.0,1.0
00:50:55,4.0,3.0,2.0,2.0
00:51:00,3.0,2.0,1.0,3.0
00:51:05,2.0,3.0,1.0,2.0
00:51:10,3.0,1.0,1.0,1.0
00:51:15,4.0,0.0,1.0,5.0
00:51:20,2.0,2.0,1.0,5.0
00:51:25,1.0,1.0,1.0,2.0
00:51:30,3.0,0.0,1.0,1.0
00:51:35,1.0,0.0,4.0,0.0
00:51:40,0.0,0.0,3.0,3.0
00:51:45,0.0,2.0,2.0,0.0
00:51:50,0.0,0.0,2.0,3.0
00:51:55,1.0,3.0,1.0,3.0
00:52:00,2.0,2.0,0.0,1.0
00:52:05,3.0,0.0,2.0,1.0
00:52:10,1.0,4.0,2.0,1.0
00:52:15,2.0,1.0,0.0,2.0
00:52:20,2.0,1.0,2.0,2.0
00:52:25,1.0,3.0,1.0,1.0
00:52:30,3.0,1.0,0.0,1.0
00:52:35,2.0,2.0,2.0,2.0
00:52:40,3.0,3.0,3.0,0.0
00:52:45,0.0,1.0,1.0,0.0
00:52:50,2.0,2.0,1.0,1.0
00:52:55,3.0,1.0,0.0,1.0
00:53:00,2.0,0.0,1.0,3.0
00:53:05,1.0,5.0,1.0,0.0
00:53:10,1.0,2.0,2.0,0.0
00:53:15,3.0,5.0,1.0,2.0
00:53:20,3.0,1.0,0.0,0.0
00:53:25,2.0,0.0,2.0,1.0
